id,email,first_name,last_name,state,created_at,orders_count,total_spent,tags,accepts_marketing
7000000486,isabella.roberts@icloud.com,Isabella,Roberts,NY,2024-11-08T19:05:31-05:00,4,150.51,,true
7000000487,henry.hall@icloud.com,Henry,Hall,CO,2025-09-01T20:56:39-05:00,1,29.28,,true
7000000488,mason.sanchez17@gmail.com,Mason,Sanchez,VA,2025-08-08T01:47:43-05:00,1,229.99,,true
7000000489,avery_allen@yahoo.com,Avery,Allen,VA,2025-07-26T07:12:46-05:00,6,203.26,,true
7000000490,evelyn_jones56@hotmail.com,Evelyn,Jones,CA,2024-04-25T15:03:29-05:00,3,110.22,,true
7000000491,loganthompson@outlook.com,Logan,Thompson,IL,2024-12-24T22:26:09-05:00,5,170.59,,false
7000000492,michael.williams26@yahoo.com,Michael,Williams,SC,2024-03-28T04:05:28-05:00,1,77.75,,true
7000000493,mason_smith@outlook.com,Mason,Smith,CO,2025-04-27T00:49:41-05:00,3,254.86,,true
7000000494,sebastian_king71@hotmail.com,Sebastian,King,CT,2024-05-24T00:40:10-05:00,4,890.03,,true
7000000495,aiden_brown26@gmail.com,Aiden,Brown,CO,2025-11-01T00:18:12-05:00,2,185.94,,true
7000000496,jackson_johnson84@yahoo.com,Jackson,Johnson,AZ,2025-06-04T03:37:35-05:00,2,96.56,,false
7000000497,harpergonzalez@gmail.com,Harper,Gonzalez,OH,2025-06-26T11:06:07-05:00,3,291.57,,false
7000000498,liamthompson46@outlook.com,Liam,Thompson,OH,2025-05-28T10:02:39-05:00,3,284.26,,true
7000000499,liam_scott@outlook.com,Liam,Scott,AZ,2024-05-20T03:11:47-05:00,1,37.44,,true
7000000500,evelyn.torres55@hotmail.com,Evelyn,Torres,MI,2025-04-04T19:44:31-05:00,6,274.04,,true
7000000501,lucasmartin@icloud.com,Lucas,Martin,SC,2024-05-28T23:53:33-05:00,2,63.56,,true
7000000502,avascott@yahoo.com,Ava,Scott,MI,2024-05-29T01:04:24-05:00,5,182.60,,false
7000000503,emilylewis82@yahoo.com,Emily,Lewis,SC,2024-07-11T03:53:14-05:00,15,472.99,,true
7000000504,owentorres@yahoo.com,Owen,Torres,MO,2024-01-27T13:04:49-05:00,1,41.09,,false
7000000505,henry_hill92@yahoo.com,Henry,Hill,AZ,2025-05-18T17:15:08-05:00,3,138.12,,true
7000000506,olivia.clark35@yahoo.com,Olivia,Clark,CT,2024-07-26T07:26:52-05:00,2,182.61,,false
7000000507,nathan_lee32@icloud.com,Nathan,Lee,SC,2024-02-12T22:08:02-05:00,6,273.33,,false
7000000508,averyflores@hotmail.com,Avery,Flores,TX,2025-04-07T16:38:06-05:00,3,290.56,,true
7000000509,chloe_wright@hotmail.com,Chloe,Wright,AZ,2025-06-12T22:57:40-05:00,3,354.17,,true
7000000510,michael_sanchez37@yahoo.com,Michael,Sanchez,MA,2024-10-28T22:19:24-05:00,5,225.96,,true
7000000511,jayden.lewis@yahoo.com,Jayden,Lewis,SC,2025-08-22T19:53:38-05:00,1,36.97,,false
7000000512,michael.johnson@icloud.com,Michael,Johnson,CA,2024-09-13T11:47:57-05:00,3,328.71,,true
7000000513,sophiadavis58@gmail.com,Sophia,Davis,TN,2025-01-28T18:37:45-05:00,2,93.58,,true
7000000514,victoria.harris@outlook.com,Victoria,Harris,MN,2024-06-02T05:54:09-05:00,4,138.36,,true
7000000515,jacob_martin94@outlook.com,Jacob,Martin,WI,2024-07-04T04:16:48-05:00,4,116.16,,true
7000000516,aria_carter2@icloud.com,Aria,Carter,VA,2025-07-10T00:12:33-05:00,4,138.51,,false
7000000517,amelianguyen61@icloud.com,Amelia,Nguyen,CO,2024-03-22T21:53:22-05:00,1,195.49,,true
7000000518,ariagreen@yahoo.com,Aria,Green,FL,2024-02-26T23:47:06-05:00,8,743.25,,true
7000000519,penelopetorres39@gmail.com,Penelope,Torres,NY,2024-04-21T15:10:51-05:00,7,1653.63,,true
7000000520,arianelson@icloud.com,Aria,Nelson,CT,2025-08-15T13:06:50-05:00,2,81.88,,true
7000000521,logan_white9@hotmail.com,Logan,White,CA,2024-10-26T17:08:30-05:00,5,574.97,,true
7000000522,chloeclark@hotmail.com,Chloe,Clark,NY,2024-04-21T20:48:10-05:00,15,552.89,,true
7000000523,norahall91@icloud.com,Nora,Hall,MD,2024-11-20T09:27:14-05:00,6,194.00,,true
7000000524,aria_torres67@icloud.com,Aria,Torres,IL,2025-09-16T08:28:23-05:00,1,45.30,,true
7000000525,isabella_johnson@yahoo.com,Isabella,Johnson,MD,2025-02-28T15:04:29-05:00,1,37.79,,true
7000000526,emma.green89@outlook.com,Emma,Green,CA,2024-11-11T10:55:58-05:00,1,29.95,,true
7000000527,isabella_baker44@hotmail.com,Isabella,Baker,MD,2024-01-30T06:23:40-05:00,1,246.09,,true
7000000528,danielwilliams18@yahoo.com,Daniel,Williams,WI,2025-04-16T19:33:01-05:00,3,680.77,,false
7000000529,lilybrown39@hotmail.com,Lily,Brown,OR,2024-01-20T07:34:57-05:00,1,248.39,,true
7000000530,ava_martinez4@icloud.com,Ava,Martinez,WI,2025-07-01T06:02:33-05:00,4,127.01,,false
7000000531,owen_davis91@gmail.com,Owen,Davis,GA,2025-02-27T03:09:36-05:00,4,368.55,,true
7000000532,michael.martin68@yahoo.com,Michael,Martin,TX,2025-01-18T01:21:41-05:00,1,43.09,,true
7000000533,henry_johnson@yahoo.com,Henry,Johnson,MI,2025-05-10T19:03:52-05:00,1,96.29,,true
7000000534,savannahmiller@yahoo.com,Savannah,Miller,CT,2024-02-07T16:43:30-05:00,8,916.32,,true
7000000535,emilywilliams@outlook.com,Emily,Williams,CO,2024-02-17T03:45:13-05:00,8,366.17,,true
7000000536,mateo_carter@outlook.com,Mateo,Carter,PA,2024-07-16T10:26:00-05:00,2,74.75,,true
7000000537,penelope_davis@outlook.com,Penelope,Davis,TX,2024-01-16T22:40:50-05:00,2,97.96,,true
7000000538,sebastianthompson41@yahoo.com,Sebastian,Thompson,IN,2024-10-17T20:54:06-05:00,10,361.15,,true
7000000539,ariaperez@yahoo.com,Aria,Perez,NJ,2025-04-27T01:50:13-05:00,2,86.21,,true
7000000540,ella.sanchez91@hotmail.com,Ella,Sanchez,WA,2024-11-15T12:05:59-05:00,5,458.86,,true
7000000541,mateo.rodriguez90@gmail.com,Mateo,Rodriguez,CO,2024-11-13T23:27:45-05:00,1,89.99,,false
7000000542,james.anderson79@outlook.com,James,Anderson,AZ,2024-07-06T12:01:36-05:00,1,35.98,,true
7000000543,grace.johnson@outlook.com,Grace,Johnson,VA,2025-04-17T06:13:07-05:00,3,141.10,,true
7000000544,henry_miller@outlook.com,Henry,Miller,OR,2025-10-27T02:34:56-05:00,3,100.98,,false
7000000545,riley.clark@hotmail.com,Riley,Clark,IL,2025-05-08T13:58:27-05:00,3,333.57,,true
7000000546,ella_torres@yahoo.com,Ella,Torres,MO,2024-03-20T20:54:20-05:00,1,43.17,,true
7000000547,logan.scott@outlook.com,Logan,Scott,AZ,2024-03-12T21:46:55-05:00,8,1981.08,,false
7000000548,graceadams@yahoo.com,Grace,Adams,FL,2025-08-17T23:09:39-05:00,1,37.31,,true
7000000549,michael_wright50@yahoo.com,Michael,Wright,PA,2024-11-20T10:54:46-05:00,1,97.98,,true
7000000550,zoey.thompson@hotmail.com,Zoey,Thompson,TN,2025-02-17T04:38:38-05:00,2,192.58,,true
7000000551,victoria.brown91@gmail.com,Victoria,Brown,NC,2024-02-01T08:33:53-05:00,1,76.76,,false
7000000552,zoey_harris49@hotmail.com,Zoey,Harris,PA,2024-06-26T17:17:22-05:00,6,1450.09,,false
7000000553,jacob_martinez@yahoo.com,Jacob,Martinez,NJ,2024-03-14T23:36:25-05:00,11,395.66,,false
7000000554,lucas.garcia83@icloud.com,Lucas,Garcia,IN,2025-09-10T15:29:57-05:00,1,45.30,,false
7000000555,victoria_lewis@yahoo.com,Victoria,Lewis,MA,2025-09-11T00:16:13-05:00,4,182.95,,true
7000000556,jacobwright@gmail.com,Jacob,Wright,MN,2025-05-09T13:25:10-05:00,3,689.05,,false
7000000557,miacampbell68@icloud.com,Mia,Campbell,TN,2024-03-21T19:03:17-05:00,2,66.81,,true
7000000558,danielgreen@hotmail.com,Daniel,Green,MN,2024-11-15T22:19:12-05:00,1,32.52,,true
7000000559,danielrobinson61@icloud.com,Daniel,Robinson,WA,2024-10-28T10:31:47-05:00,3,112.72,,true
7000000560,noah_green@hotmail.com,Noah,Green,NY,2024-10-25T22:43:50-05:00,1,77.03,,false
7000000561,lucas.allen36@yahoo.com,Lucas,Allen,MD,2024-10-14T10:01:13-05:00,11,398.92,,true
7000000562,owenlopez@icloud.com,Owen,Lopez,WA,2024-06-28T09:30:42-05:00,4,466.36,,true
7000000563,harper.king@yahoo.com,Harper,King,MD,2024-06-06T18:03:24-05:00,6,583.71,,false
7000000564,evelyn_nelson@yahoo.com,Evelyn,Nelson,MN,2024-12-19T01:58:40-05:00,6,184.03,,true
7000000565,aiden_robinson61@icloud.com,Aiden,Robinson,CT,2025-06-29T08:30:26-05:00,2,68.57,,false
7000000566,benjaminmartinez@outlook.com,Benjamin,Martinez,CO,2025-01-26T11:29:37-05:00,12,442.51,,true
7000000567,sebastian_green56@outlook.com,Sebastian,Green,GA,2024-09-30T03:34:41-05:00,4,138.24,,false
7000000568,savannahbaker@hotmail.com,Savannah,Baker,MI,2024-07-03T11:24:20-05:00,3,356.23,,true
7000000569,emma.clark@icloud.com,Emma,Clark,WA,2024-08-12T10:18:52-05:00,2,170.67,,true
7000000570,aria.garcia@hotmail.com,Aria,Garcia,WI,2024-05-04T04:22:05-05:00,4,141.31,,true
7000000571,penelopecarter@gmail.com,Penelope,Carter,IN,2024-07-07T09:13:25-05:00,1,89.81,,true
7000000572,abigail_roberts89@outlook.com,Abigail,Roberts,IL,2024-03-16T10:05:44-05:00,11,505.13,,false
7000000573,elizabeth_brown@icloud.com,Elizabeth,Brown,CA,2025-05-18T07:18:22-05:00,3,289.88,,true
7000000574,jacksonmartinez99@yahoo.com,Jackson,Martinez,MD,2025-10-20T03:52:06-05:00,1,97.98,,true
7000000575,olivia.jones74@icloud.com,Olivia,Jones,NJ,2025-05-24T05:25:10-05:00,3,280.05,,true
7000000576,penelope_harris20@icloud.com,Penelope,Harris,MN,2024-01-04T18:45:52-05:00,2,93.13,,false
7000000577,ellasanchez@gmail.com,Ella,Sanchez,AZ,2025-05-08T04:24:46-05:00,8,382.30,,true
7000000578,layla_martin@outlook.com,Layla,Martin,OR,2024-12-14T02:55:45-05:00,13,1218.85,,true
7000000579,harper.scott@outlook.com,Harper,Scott,IN,2025-02-03T03:53:14-05:00,11,345.34,,true
7000000580,sophia_green@yahoo.com,Sophia,Green,NY,2024-07-16T00:55:24-05:00,1,81.84,,true
7000000581,ethanjones83@icloud.com,Ethan,Jones,OR,2025-04-05T00:35:51-05:00,3,264.66,,true
7000000582,nora_williams@hotmail.com,Nora,Williams,CO,2025-07-03T05:25:23-05:00,2,191.90,,true
7000000583,olivia.mitchell@icloud.com,Olivia,Mitchell,MD,2024-02-16T08:50:08-05:00,1,30.90,,true
7000000584,harper.green@icloud.com,Harper,Green,MD,2024-06-23T21:31:09-05:00,1,89.99,,true
7000000585,gracehill@yahoo.com,Grace,Hill,MA,2024-12-11T14:38:12-05:00,5,467.26,,true
7000000586,amelia.carter@outlook.com,Amelia,Carter,CA,2024-05-03T09:58:19-05:00,1,95.03,,false
7000000587,nathanwhite22@yahoo.com,Nathan,White,MN,2024-02-11T04:51:21-05:00,12,1111.26,,false
7000000588,liam.young@yahoo.com,Liam,Young,CA,2025-10-29T21:37:01-05:00,1,28.34,,false
7000000589,nathan.rodriguez19@hotmail.com,Nathan,Rodriguez,CO,2025-02-25T08:42:39-05:00,4,921.33,,true
7000000590,zoeyyoung12@outlook.com,Zoey,Young,MA,2024-01-05T20:18:20-05:00,8,1904.49,,true
7000000591,ariawhite@icloud.com,Aria,White,SC,2025-10-03T07:34:37-05:00,1,34.98,,true
7000000592,mia_baker@yahoo.com,Mia,Baker,MO,2024-02-14T01:58:01-05:00,1,95.95,,true
7000000593,ella_taylor79@gmail.com,Ella,Taylor,TX,2024-02-23T19:33:52-05:00,1,42.78,,true
7000000594,henry.davis31@hotmail.com,Henry,Davis,MN,2024-11-29T15:15:27-05:00,10,372.13,,true
7000000595,savannah_davis@yahoo.com,Savannah,Davis,CT,2025-02-26T07:16:48-05:00,4,372.10,,true
7000000596,daniel_nguyen7@yahoo.com,Daniel,Nguyen,PA,2025-09-16T16:33:56-05:00,4,365.25,,true
7000000597,scarlett.campbell81@outlook.com,Scarlett,Campbell,PA,2024-12-09T04:37:53-05:00,1,36.97,,true
7000000598,lucas_davis59@yahoo.com,Lucas,Davis,SC,2024-12-17T08:00:16-05:00,4,389.44,,true
7000000599,mateo.scott12@hotmail.com,Mateo,Scott,VA,2024-08-09T21:32:19-05:00,4,123.45,,false
7000000600,emma_campbell@yahoo.com,Emma,Campbell,MI,2025-03-20T21:05:51-05:00,1,100.03,,true
7000000601,jacob.williams@icloud.com,Jacob,Williams,TN,2025-02-07T17:26:58-05:00,2,75.10,,true
7000000602,grace.thomas@icloud.com,Grace,Thomas,PA,2024-05-15T13:02:56-05:00,8,298.22,,true
7000000603,daniel_nelson21@hotmail.com,Daniel,Nelson,CT,2025-08-20T00:53:19-05:00,2,194.27,,false
7000000604,zoey.sanchez48@gmail.com,Zoey,Sanchez,WI,2024-03-13T14:00:46-05:00,4,474.61,,true
7000000605,mason_ramirez@gmail.com,Mason,Ramirez,MD,2024-12-09T01:59:44-05:00,4,368.22,,true
7000000606,isabella_harris@outlook.com,Isabella,Harris,WA,2024-06-28T23:35:57-05:00,1,28.57,,true
7000000607,lucas.perez@icloud.com,Lucas,Perez,CT,2025-08-17T07:38:18-05:00,3,109.74,,true
7000000608,alexandermoore88@outlook.com,Alexander,Moore,NY,2024-03-05T13:34:25-05:00,4,185.19,,false
7000000609,danielrivera87@icloud.com,Daniel,Rivera,MD,2025-01-11T02:23:21-05:00,3,288.19,,false
7000000610,sophia.sanchez@gmail.com,Sophia,Sanchez,IL,2024-10-09T04:04:43-05:00,5,565.20,,false
7000000611,ameliaking3@icloud.com,Amelia,King,MO,2025-07-08T04:48:25-05:00,1,39.98,,false
7000000612,lily.adams@gmail.com,Lily,Adams,NJ,2024-08-25T18:55:07-05:00,4,945.89,,false
7000000613,jayden_adams63@icloud.com,Jayden,Adams,NC,2025-08-03T04:48:15-05:00,1,38.57,,true
7000000614,benjamin_anderson48@gmail.com,Benjamin,Anderson,FL,2024-12-27T10:21:14-05:00,1,43.09,,true
7000000615,zoey_wright@yahoo.com,Zoey,Wright,IL,2024-08-31T04:15:24-05:00,6,271.21,,true
7000000616,michael_taylor@hotmail.com,Michael,Taylor,IN,2024-02-05T11:32:22-05:00,5,225.68,,true
7000000617,michael.wright69@gmail.com,Michael,Wright,NJ,2025-02-18T18:10:59-05:00,1,81.84,,false
7000000618,miasmith70@outlook.com,Mia,Smith,VA,2024-10-23T20:53:19-05:00,1,89.99,,false
7000000619,nathandavis@yahoo.com,Nathan,Davis,MO,2025-07-18T04:15:19-05:00,1,28.34,,false
7000000620,michael.thompson@hotmail.com,Michael,Thompson,WI,2024-07-18T21:14:31-05:00,3,141.72,,true
7000000621,liamgarcia@hotmail.com,Liam,Garcia,AZ,2024-07-18T17:51:26-05:00,18,1679.52,,true
7000000622,averymartinez55@icloud.com,Avery,Martinez,WA,2024-01-13T10:21:49-05:00,14,1327.63,,true
7000000623,victoria.garcia94@icloud.com,Victoria,Garcia,CO,2024-10-22T05:57:48-05:00,11,405.76,,false
7000000624,lucasnguyen@yahoo.com,Lucas,Nguyen,NC,2025-05-01T19:07:32-05:00,3,290.56,,true
7000000625,sophia_smith82@icloud.com,Sophia,Smith,IL,2025-07-23T16:49:30-05:00,1,45.76,,true
7000000626,harper_harris71@gmail.com,Harper,Harris,NC,2025-08-22T11:03:54-05:00,2,183.42,,false
7000000627,liam.smith34@icloud.com,Liam,Smith,TX,2025-10-31T10:28:27-05:00,2,193.48,,false
7000000628,liam_davis@hotmail.com,Liam,Davis,CT,2025-01-05T21:09:21-05:00,7,218.86,,false
7000000629,camila_baker@outlook.com,Camila,Baker,TN,2025-08-12T00:38:19-05:00,4,142.28,,true
7000000630,mia_lee@outlook.com,Mia,Lee,IL,2024-02-24T09:55:39-05:00,1,47.97,,true
7000000631,masonjackson@hotmail.com,Mason,Jackson,PA,2025-10-05T06:40:18-05:00,1,195.49,,true
7000000632,logan_baker35@gmail.com,Logan,Baker,OR,2025-08-16T12:48:08-05:00,5,181.72,,true
7000000633,chloe_jackson63@outlook.com,Chloe,Jackson,IL,2024-04-14T07:55:57-05:00,1,43.09,,true
7000000634,victoriaflores@icloud.com,Victoria,Flores,CO,2024-03-19T04:14:38-05:00,7,257.71,,true
7000000635,alexandermartin@icloud.com,Alexander,Martin,MD,2025-06-19T12:27:12-05:00,1,35.46,,true
7000000636,lily.davis@yahoo.com,Lily,Davis,NC,2024-05-08T07:38:24-05:00,2,169.15,,true
7000000637,nathan.carter@icloud.com,Nathan,Carter,SC,2025-03-17T01:32:52-05:00,1,43.73,,true
7000000638,daniel_davis@outlook.com,Daniel,Davis,MO,2024-01-11T03:30:48-05:00,4,372.56,,true
7000000639,harper_nelson@yahoo.com,Harper,Nelson,CT,2024-10-11T21:06:29-05:00,5,222.65,,true
7000000640,henry.torres@hotmail.com,Henry,Torres,PA,2024-07-15T10:15:43-05:00,3,260.97,,true
7000000641,ameliaallen61@hotmail.com,Amelia,Allen,IL,2025-03-26T03:54:27-05:00,1,42.43,,true
7000000642,ellawilson30@gmail.com,Ella,Wilson,SC,2024-11-17T04:30:02-05:00,5,555.27,,true
7000000643,aaliyahwhite@gmail.com,Aaliyah,White,MI,2025-05-20T04:12:47-05:00,8,291.14,,false
7000000644,layla.lewis71@outlook.com,Layla,Lewis,MA,2024-07-12T02:32:03-05:00,4,373.50,,false
7000000645,harpersmith@icloud.com,Harper,Smith,CO,2025-06-19T23:58:37-05:00,3,102.52,,true
7000000646,averysanchez@yahoo.com,Avery,Sanchez,CA,2025-01-07T07:14:54-05:00,2,167.02,,false
7000000647,jamesramirez64@hotmail.com,James,Ramirez,MN,2024-10-06T23:26:28-05:00,8,374.87,,true
7000000648,penelope_hill63@yahoo.com,Penelope,Hill,SC,2025-04-10T03:56:00-05:00,6,555.07,,false
7000000649,james.green@gmail.com,James,Green,CA,2025-05-25T00:58:26-05:00,2,87.22,,false
7000000650,miamartin@gmail.com,Mia,Martin,MO,2025-06-16T17:55:12-05:00,3,259.16,,true
7000000651,penelope_young65@hotmail.com,Penelope,Young,MI,2025-07-07T19:54:06-05:00,3,113.20,,true
7000000652,isabella_harris41@icloud.com,Isabella,Harris,CO,2024-02-06T01:11:46-05:00,4,370.92,,true
7000000653,grace.ramirez40@icloud.com,Grace,Ramirez,SC,2024-04-22T20:42:40-05:00,3,99.58,,false
7000000654,victoriahernandez8@outlook.com,Victoria,Hernandez,VA,2025-08-28T13:45:18-05:00,2,436.98,,true
7000000655,logan.brown@yahoo.com,Logan,Brown,WA,2024-12-23T21:15:41-05:00,5,1173.24,,true
7000000656,jackson_ramirez46@outlook.com,Jackson,Ramirez,NY,2024-09-07T09:00:55-05:00,12,387.74,,true
7000000657,nathan_jones15@yahoo.com,Nathan,Jones,NJ,2025-07-05T11:52:24-05:00,6,283.86,,false
7000000658,abigailjohnson@outlook.com,Abigail,Johnson,AZ,2025-08-07T14:12:37-05:00,1,248.39,,true
7000000659,jacksonhall27@icloud.com,Jackson,Hall,TN,2024-12-13T06:04:00-05:00,1,96.29,,true
7000000660,elijahyoung@outlook.com,Elijah,Young,GA,2024-02-18T10:49:30-05:00,10,455.11,,false
7000000661,aria.mitchell@hotmail.com,Aria,Mitchell,MI,2024-10-06T02:26:57-05:00,5,573.74,,false
7000000662,amelia.thompson84@hotmail.com,Amelia,Thompson,NC,2025-03-19T19:39:32-05:00,1,88.18,,false
7000000663,benjaminflores@gmail.com,Benjamin,Flores,WI,2025-06-12T06:47:30-05:00,1,34.99,,true
7000000664,abigailgreen79@hotmail.com,Abigail,Green,CT,2025-10-03T02:10:48-05:00,3,284.37,,true
7000000665,mia.thomas96@icloud.com,Mia,Thomas,MA,2024-11-22T02:20:44-05:00,1,76.76,,false
7000000666,mason.adams@icloud.com,Mason,Adams,OH,2024-04-26T05:27:35-05:00,7,1678.56,,true
7000000667,scarlettyoung56@gmail.com,Scarlett,Young,PA,2024-06-12T09:55:44-05:00,7,652.64,,true
7000000668,penelope.scott@icloud.com,Penelope,Scott,NJ,2024-02-26T03:03:20-05:00,2,65.42,,true
7000000669,jacobwhite@icloud.com,Jacob,White,CT,2024-05-23T08:35:38-05:00,11,402.19,,true
7000000670,grace.garcia@outlook.com,Grace,Garcia,MI,2025-08-21T14:11:51-05:00,1,42.30,,true
7000000671,amelia.martinez@outlook.com,Amelia,Martinez,CO,2025-02-22T09:15:32-05:00,3,111.19,,true
7000000672,sebastianwhite15@hotmail.com,Sebastian,White,MA,2025-05-01T08:58:09-05:00,9,333.78,,true
7000000673,daniel_rivera@hotmail.com,Daniel,Rivera,NY,2024-02-25T08:43:34-05:00,4,462.24,,false
7000000674,camila_hall@hotmail.com,Camila,Hall,OH,2025-03-29T14:08:37-05:00,10,302.06,,false
7000000675,emily.garcia@yahoo.com,Emily,Garcia,CO,2025-10-08T11:32:53-05:00,3,100.87,,false
7000000676,abigail_garcia61@outlook.com,Abigail,Garcia,IN,2025-03-08T03:39:19-05:00,10,366.91,,true
7000000677,alexanderclark94@icloud.com,Alexander,Clark,IN,2024-01-29T01:53:48-05:00,1,184.56,,true
7000000678,jayden.rodriguez@outlook.com,Jayden,Rodriguez,MI,2025-08-12T02:59:38-05:00,2,493.62,,true
7000000679,owen_baker41@icloud.com,Owen,Baker,CT,2024-05-16T09:29:27-05:00,1,208.44,,true
7000000680,elijah_garcia@icloud.com,Elijah,Garcia,AZ,2025-08-07T08:10:23-05:00,2,167.74,,true
7000000681,sophia.robinson@gmail.com,Sophia,Robinson,AZ,2025-09-24T15:36:57-05:00,2,55.90,,true
7000000682,sofiahernandez@hotmail.com,Sofia,Hernandez,MA,2025-04-09T17:59:29-05:00,3,344.81,,true
7000000683,abigailjackson64@yahoo.com,Abigail,Jackson,MA,2024-07-30T21:50:54-05:00,1,33.74,,true
7000000684,jacob_lopez@outlook.com,Jacob,Lopez,GA,2024-08-29T22:29:20-05:00,6,538.03,,true
7000000685,rileybaker@gmail.com,Riley,Baker,VA,2024-05-16T11:46:08-05:00,7,782.74,,false
7000000686,zoeyharris55@gmail.com,Zoey,Harris,TX,2025-07-24T02:08:20-05:00,6,189.18,,true
7000000687,alexanderhill@gmail.com,Alexander,Hill,GA,2025-05-31T22:33:39-05:00,2,458.07,,false
7000000688,lucas.scott@outlook.com,Lucas,Scott,IL,2025-05-30T17:56:37-05:00,1,96.29,,false
7000000689,sophialee68@yahoo.com,Sophia,Lee,GA,2024-04-29T11:24:20-05:00,3,290.22,,true
7000000690,abigail_mitchell56@outlook.com,Abigail,Mitchell,MD,2024-09-27T18:49:20-05:00,6,549.84,,true
7000000691,lily.young72@gmail.com,Lily,Young,PA,2024-06-01T01:59:12-05:00,2,192.58,,true
7000000692,benjaminhernandez60@gmail.com,Benjamin,Hernandez,VA,2024-02-11T16:04:30-05:00,9,324.54,,false
7000000693,gracedavis@outlook.com,Grace,Davis,CA,2024-07-27T10:20:39-05:00,1,78.38,,true
7000000694,mateonelson@hotmail.com,Mateo,Nelson,SC,2025-08-07T06:34:27-05:00,1,83.28,,true
7000000695,savannahyoung13@gmail.com,Savannah,Young,NC,2024-05-04T14:21:04-05:00,2,97.57,,true
7000000696,mia.johnson59@icloud.com,Mia,Johnson,WI,2024-10-02T21:38:03-05:00,1,109.99,,true
7000000697,jayden_flores@yahoo.com,Jayden,Flores,NY,2025-10-21T10:18:07-05:00,1,89.81,,true
7000000698,victoria_hill12@outlook.com,Victoria,Hill,IL,2024-09-02T14:31:26-05:00,3,717.11,,true
7000000699,ethan_roberts@gmail.com,Ethan,Roberts,NC,2025-05-17T15:44:30-05:00,8,293.01,,true
7000000700,alexander.nelson@icloud.com,Alexander,Nelson,CO,2025-02-01T17:20:47-05:00,9,331.97,,false
7000000701,aaliyah_ramirez@icloud.com,Aaliyah,Ramirez,WI,2025-03-12T03:23:02-05:00,1,211.13,,true
7000000702,laylaanderson@icloud.com,Layla,Anderson,TN,2025-10-06T23:33:53-05:00,1,208.44,,true
7000000703,ella_garcia@yahoo.com,Ella,Garcia,MO,2024-11-03T09:03:11-05:00,5,463.24,,true
7000000704,victoria.jones@hotmail.com,Victoria,Jones,MA,2025-02-26T03:26:24-05:00,6,226.22,,true
7000000705,benjamin.nguyen@gmail.com,Benjamin,Nguyen,CT,2025-04-18T06:32:14-05:00,9,847.64,,false
7000000706,sophiaclark39@hotmail.com,Sophia,Clark,CT,2025-04-10T16:22:55-05:00,3,728.78,,true
7000000707,harper.wilson11@gmail.com,Harper,Wilson,MA,2025-07-01T00:39:08-05:00,3,742.87,,true
7000000708,aiden_adams59@hotmail.com,Aiden,Adams,CT,2025-05-13T11:01:28-05:00,2,160.95,,true
7000000709,emily.garcia@yahoo.com,Emily,Garcia,TX,2024-01-17T06:51:10-05:00,8,772.11,,true
7000000710,jaydenmartinez31@hotmail.com,Jayden,Martinez,PA,2024-03-29T10:57:21-05:00,1,34.99,,true
7000000711,ella.johnson@icloud.com,Ella,Johnson,VA,2025-04-27T00:42:52-05:00,1,46.50,,true
7000000712,mason_torres7@gmail.com,Mason,Torres,TX,2025-10-07T15:43:15-05:00,3,293.15,,false
7000000713,olivia_young63@yahoo.com,Olivia,Young,IN,2024-03-03T19:14:06-05:00,8,1941.41,,true
7000000714,abigail_adams@icloud.com,Abigail,Adams,MD,2025-10-23T12:37:31-05:00,1,246.09,,false
7000000715,aidenjackson25@outlook.com,Aiden,Jackson,CO,2024-08-25T18:28:56-05:00,4,387.41,,true
7000000716,lucasjackson92@icloud.com,Lucas,Jackson,MO,2025-10-30T13:06:59-05:00,3,109.82,,true
7000000717,masonhall12@yahoo.com,Mason,Hall,IL,2024-07-23T05:41:28-05:00,7,340.17,,true
7000000718,grace.martin@gmail.com,Grace,Martin,WA,2024-09-24T12:59:58-05:00,8,297.02,,true
7000000719,ava_perez@gmail.com,Ava,Perez,OR,2024-08-17T17:42:28-05:00,6,1402.45,,true
7000000720,savannahwilliams@hotmail.com,Savannah,Williams,MD,2024-04-16T01:50:08-05:00,5,162.47,,false
7000000721,aaliyah.davis@hotmail.com,Aaliyah,Davis,NY,2025-06-03T03:50:16-05:00,3,287.85,,true
7000000722,sofiahernandez38@hotmail.com,Sofia,Hernandez,VA,2024-04-11T05:37:03-05:00,4,353.25,,true
7000000723,isabella_gonzalez@yahoo.com,Isabella,Gonzalez,VA,2024-12-15T10:26:25-05:00,1,52.96,,true
7000000724,sofia_rivera@yahoo.com,Sofia,Rivera,SC,2025-06-26T15:21:15-05:00,2,193.93,,true
7000000725,jacob_clark67@gmail.com,Jacob,Clark,CO,2024-05-29T00:21:43-05:00,9,287.04,,true
7000000726,elizabeth_lee@icloud.com,Elizabeth,Lee,NY,2025-02-06T01:21:01-05:00,8,300.97,,true
7000000727,camilarivera67@icloud.com,Camila,Rivera,AZ,2025-07-20T11:04:48-05:00,1,118.79,,true
7000000728,emmamoore@icloud.com,Emma,Moore,CO,2025-10-21T07:28:07-05:00,3,138.58,,false
7000000729,jayden.sanchez@gmail.com,Jayden,Sanchez,OR,2024-12-08T14:11:57-05:00,1,36.56,,true
