id,amount,amount_refunded,currency,status,created,customer_email,metadata_shopify_order_id,metadata_recharge_charge_id,payment_method_type,failure_code,failure_message
ch_000000002422,8818,2977,usd,succeeded,2024-03-15T09:53:21Z,nathanwhite22@yahoo.com,5000002549,1000002248,google_pay,,
ch_000000002423,8999,0,usd,succeeded,2024-04-12T09:51:21Z,nathanwhite22@yahoo.com,5000002550,1000002249,card,,
ch_000000002424,9719,0,usd,succeeded,2024-05-14T09:53:21Z,nathanwhite22@yahoo.com,5000002551,1000002250,card,,
ch_000000002425,9629,0,usd,succeeded,2024-06-13T09:56:21Z,nathanwhite22@yahoo.com,5000002552,1000002251,google_pay,,
ch_000000002426,8999,0,usd,succeeded,2024-07-13T09:53:21Z,nathanwhite22@yahoo.com,5000002553,1000002252,google_pay,,
ch_000000002427,9719,0,usd,succeeded,2024-08-12T09:54:21Z,nathanwhite22@yahoo.com,5000002554,1000002253,google_pay,,
ch_000000002428,8999,0,usd,succeeded,2024-09-11T09:55:21Z,nathanwhite22@yahoo.com,5000002555,1000002254,card,,
ch_000000002429,9719,0,usd,succeeded,2024-10-08T09:53:21Z,nathanwhite22@yahoo.com,5000002556,1000002255,google_pay,,
ch_000000002430,9719,0,usd,failed,2024-11-07T09:54:21Z,nathanwhite22@yahoo.com,,1000002256,card,card_declined,
ch_000000002431,9719,0,usd,succeeded,2024-12-09T09:51:21Z,nathanwhite22@yahoo.com,5000002558,1000002257,apple_pay,,
ch_000000002432,9798,0,usd,succeeded,2025-01-06T09:56:21Z,nathanwhite22@yahoo.com,5000002559,1000002258,card,,
ch_000000002433,2834,0,usd,succeeded,2025-11-01T02:37:01Z,liam.young@yahoo.com,5000002560,,card,,
ch_000000002434,18392,0,usd,succeeded,2025-02-28T13:47:39Z,nathan.rodriguez19@hotmail.com,5000002561,1000002259,card,,
ch_000000002435,24523,0,usd,succeeded,2025-05-27T13:46:39Z,nathan.rodriguez19@hotmail.com,5000002562,1000002260,google_pay,,
ch_000000002436,24609,0,usd,succeeded,2025-08-25T13:47:39Z,nathan.rodriguez19@hotmail.com,5000002563,1000002261,card,,
ch_000000002437,24609,0,usd,succeeded,2025-11-25T13:46:39Z,nathan.rodriguez19@hotmail.com,5000002564,1000002262,card,,
ch_000000002438,22355,0,usd,succeeded,2024-01-07T01:23:20Z,zoeyyoung12@outlook.com,5000002566,1000002263,apple_pay,,
ch_000000002439,22999,0,usd,succeeded,2024-04-05T01:18:20Z,zoeyyoung12@outlook.com,5000002567,1000002264,card,,
ch_000000002440,22999,22999,usd,succeeded,2024-07-06T01:21:20Z,zoeyyoung12@outlook.com,5000002568,1000002265,apple_pay,,
ch_000000002441,22999,0,usd,succeeded,2024-10-05T01:18:20Z,zoeyyoung12@outlook.com,5000002569,1000002266,apple_pay,,
ch_000000002442,24609,0,usd,failed,2025-01-03T01:19:20Z,zoeyyoung12@outlook.com,,1000002267,google_pay,card_declined,
ch_000000002443,25040,0,usd,succeeded,2025-04-02T01:19:20Z,zoeyyoung12@outlook.com,5000002571,1000002268,apple_pay,,
ch_000000002444,24609,0,usd,succeeded,2025-06-29T01:22:20Z,zoeyyoung12@outlook.com,5000002572,1000002269,card,,
ch_000000002445,24839,0,usd,succeeded,2025-09-29T01:21:20Z,zoeyyoung12@outlook.com,5000002573,1000002270,google_pay,,
ch_000000002446,3497,0,usd,succeeded,2025-10-04T12:39:37Z,ariawhite@icloud.com,5000002574,,card,,
ch_000000002447,9595,0,usd,succeeded,2024-02-17T07:01:01Z,mia_baker@yahoo.com,5000002575,,card,,
ch_000000002448,4278,0,usd,succeeded,2024-02-24T00:35:52Z,ella_taylor79@gmail.com,5000002576,,card,,
ch_000000002449,3499,0,usd,succeeded,2024-11-30T20:16:27Z,henry.davis31@hotmail.com,5000002577,1000002271,card,,
ch_000000002450,3810,0,usd,succeeded,2024-12-30T20:17:27Z,henry.davis31@hotmail.com,5000002578,1000002272,google_pay,,
ch_000000002451,3810,3810,usd,succeeded,2025-01-28T20:19:27Z,henry.davis31@hotmail.com,5000002579,1000002273,google_pay,,
ch_000000002452,3744,0,usd,succeeded,2025-03-01T20:20:27Z,henry.davis31@hotmail.com,5000002580,1000002274,card,,
ch_000000002453,3428,3428,usd,succeeded,2025-04-01T20:15:27Z,henry.davis31@hotmail.com,5000002581,1000002275,card,,
ch_000000002454,3810,0,usd,succeeded,2025-04-30T20:17:27Z,henry.davis31@hotmail.com,5000002582,1000002276,google_pay,,
ch_000000002455,3779,0,usd,succeeded,2025-05-31T20:20:27Z,henry.davis31@hotmail.com,5000002583,1000002277,card,,
ch_000000002456,3779,0,usd,succeeded,2025-06-27T20:15:27Z,henry.davis31@hotmail.com,5000002584,1000002278,google_pay,,
ch_000000002457,3810,0,usd,succeeded,2025-07-28T20:16:27Z,henry.davis31@hotmail.com,5000002585,1000002279,card,,
ch_000000002458,3744,3744,usd,succeeded,2025-08-28T20:15:27Z,henry.davis31@hotmail.com,5000002586,1000002280,card,,
ch_000000002459,9595,0,usd,succeeded,2025-03-01T12:19:48Z,savannah_davis@yahoo.com,5000002587,1000002281,card,,
ch_000000002460,8999,0,usd,succeeded,2025-05-27T12:16:48Z,savannah_davis@yahoo.com,5000002588,1000002282,google_pay,,
ch_000000002461,8818,0,usd,succeeded,2025-08-27T12:20:48Z,savannah_davis@yahoo.com,5000002589,1000002283,card,,
ch_000000002462,9798,0,usd,succeeded,2025-11-24T12:18:48Z,savannah_davis@yahoo.com,5000002590,1000002284,google_pay,,
ch_000000002463,8098,0,usd,succeeded,2025-09-17T21:35:56Z,daniel_nguyen7@yahoo.com,5000002592,1000002285,apple_pay,,
ch_000000002464,9798,0,usd,succeeded,2025-10-17T21:38:56Z,daniel_nguyen7@yahoo.com,5000002593,1000002286,card,,
ch_000000002465,8999,0,usd,succeeded,2025-11-15T21:33:56Z,daniel_nguyen7@yahoo.com,5000002594,1000002287,card,,
ch_000000002466,9629,0,usd,succeeded,2025-12-15T21:37:56Z,daniel_nguyen7@yahoo.com,5000002595,1000002288,card,,
ch_000000002467,3697,0,usd,succeeded,2024-12-11T09:39:53Z,scarlett.campbell81@outlook.com,5000002596,,google_pay,,
ch_000000002468,9719,9719,usd,succeeded,2024-12-17T13:00:16Z,lucas_davis59@yahoo.com,5000002597,1000002289,card,,
ch_000000002469,9629,0,usd,succeeded,2025-01-18T13:03:16Z,lucas_davis59@yahoo.com,5000002598,1000002290,card,,
ch_000000002470,9798,0,usd,succeeded,2025-02-18T13:00:16Z,lucas_davis59@yahoo.com,5000002599,1000002291,card,,
ch_000000002471,9798,0,usd,succeeded,2025-03-18T13:00:16Z,lucas_davis59@yahoo.com,5000002600,1000002292,google_pay,,
ch_000000002472,3198,1592,usd,succeeded,2024-08-11T02:35:19Z,mateo.scott12@hotmail.com,5000002601,1000002293,card,,
ch_000000002473,2939,0,usd,succeeded,2024-09-12T02:34:19Z,mateo.scott12@hotmail.com,5000002602,1000002294,card,,
ch_000000002474,2999,0,usd,succeeded,2024-10-12T02:34:19Z,mateo.scott12@hotmail.com,5000002603,1000002295,card,,
ch_000000002475,3209,0,usd,succeeded,2024-11-09T02:36:19Z,mateo.scott12@hotmail.com,5000002604,1000002296,card,,
ch_000000002476,10003,0,usd,succeeded,2025-03-23T02:06:51Z,emma_campbell@yahoo.com,5000002605,,apple_pay,,
ch_000000002477,3731,0,usd,succeeded,2025-02-08T22:30:58Z,jacob.williams@icloud.com,5000002606,1000002297,google_pay,,
ch_000000002478,3779,0,usd,succeeded,2025-03-11T22:27:58Z,jacob.williams@icloud.com,5000002607,1000002298,card,,
ch_000000002479,3499,0,usd,succeeded,2024-05-15T18:02:56Z,grace.thomas@icloud.com,5000002608,1000002299,card,,
ch_000000002480,3810,0,usd,succeeded,2024-06-17T18:04:56Z,grace.thomas@icloud.com,5000002609,1000002300,card,,
ch_000000002481,3810,0,usd,succeeded,2024-07-16T18:07:56Z,grace.thomas@icloud.com,5000002610,1000002301,card,,
ch_000000002482,3779,0,usd,succeeded,2024-08-16T18:07:56Z,grace.thomas@icloud.com,5000002611,1000002302,apple_pay,,
ch_000000002483,3731,0,usd,succeeded,2024-09-14T18:04:56Z,grace.thomas@icloud.com,5000002612,1000002303,card,,
ch_000000002484,3731,0,usd,succeeded,2024-10-13T18:05:56Z,grace.thomas@icloud.com,5000002613,1000002304,apple_pay,,
ch_000000002485,3731,0,usd,succeeded,2024-11-13T18:06:56Z,grace.thomas@icloud.com,5000002614,1000002305,card,,
ch_000000002486,3731,0,usd,succeeded,2024-12-12T18:05:56Z,grace.thomas@icloud.com,5000002615,1000002306,card,,
ch_000000002487,9629,0,usd,succeeded,2025-08-20T05:54:19Z,daniel_nelson21@hotmail.com,5000002616,1000002307,apple_pay,,
ch_000000002488,9798,0,usd,succeeded,2025-11-19T05:54:19Z,daniel_nelson21@hotmail.com,5000002617,1000002308,card,,
ch_000000002489,11879,0,usd,succeeded,2024-03-15T19:05:46Z,zoey.sanchez48@gmail.com,5000002619,1000002309,google_pay,,
ch_000000002490,11728,0,usd,succeeded,2024-06-12T19:02:46Z,zoey.sanchez48@gmail.com,5000002620,1000002310,apple_pay,,
ch_000000002491,11879,0,usd,succeeded,2024-09-09T19:05:46Z,zoey.sanchez48@gmail.com,5000002621,1000002311,apple_pay,,
ch_000000002492,11975,0,usd,succeeded,2024-12-08T19:01:46Z,zoey.sanchez48@gmail.com,5000002622,1000002312,google_pay,,
ch_000000002493,7676,0,usd,succeeded,2024-12-09T06:59:44Z,mason_ramirez@gmail.com,5000002623,1000002313,google_pay,,
ch_000000002494,9719,0,usd,succeeded,2025-03-11T07:03:44Z,mason_ramirez@gmail.com,5000002624,1000002314,google_pay,,
ch_000000002495,9629,0,usd,succeeded,2025-06-10T07:04:44Z,mason_ramirez@gmail.com,5000002625,1000002315,apple_pay,,
ch_000000002496,9798,0,usd,succeeded,2025-09-05T07:03:44Z,mason_ramirez@gmail.com,5000002626,1000002316,card,,
ch_000000002497,2857,0,usd,succeeded,2024-07-01T04:37:57Z,isabella_harris@outlook.com,5000002627,,apple_pay,,
ch_000000002498,3499,0,usd,succeeded,2025-08-17T12:43:18Z,lucas.perez@icloud.com,5000002628,1000002317,card,,
ch_000000002499,3744,0,usd,succeeded,2025-09-19T12:43:18Z,lucas.perez@icloud.com,5000002629,1000002318,google_pay,,
ch_000000002500,3731,0,usd,succeeded,2025-10-19T12:40:18Z,lucas.perez@icloud.com,5000002630,1000002319,card,,
ch_000000002501,4814,0,usd,succeeded,2024-03-06T18:35:25Z,alexandermoore88@outlook.com,5000002631,1000002320,apple_pay,,
ch_000000002502,4859,0,usd,succeeded,2024-04-07T18:37:25Z,alexandermoore88@outlook.com,5000002632,1000002321,card,,
ch_000000002503,4797,0,usd,succeeded,2024-05-07T18:38:25Z,alexandermoore88@outlook.com,5000002633,1000002322,card,,
ch_000000002504,4049,0,usd,succeeded,2024-06-05T18:34:25Z,alexandermoore88@outlook.com,5000002634,1000002323,google_pay,,
ch_000000002505,9629,0,usd,succeeded,2025-01-14T07:26:21Z,danielrivera87@icloud.com,5000002635,1000002324,card,,
ch_000000002506,9595,0,usd,succeeded,2025-02-11T07:28:21Z,danielrivera87@icloud.com,5000002636,1000002325,card,,
ch_000000002507,9595,0,usd,succeeded,2025-03-13T07:28:21Z,danielrivera87@icloud.com,5000002637,1000002326,card,,
ch_000000002508,10778,0,usd,succeeded,2024-10-10T09:05:43Z,sophia.sanchez@gmail.com,5000002638,1000002327,google_pay,,
ch_000000002509,11769,0,usd,succeeded,2025-01-08T09:09:43Z,sophia.sanchez@gmail.com,5000002639,1000002328,card,,
ch_000000002510,10999,0,usd,succeeded,2025-04-08T09:09:43Z,sophia.sanchez@gmail.com,5000002640,1000002329,apple_pay,,
ch_000000002511,11975,0,usd,succeeded,2025-07-07T09:06:43Z,sophia.sanchez@gmail.com,5000002641,1000002330,card,,
ch_000000002512,10999,0,usd,succeeded,2025-10-04T09:04:43Z,sophia.sanchez@gmail.com,5000002642,1000002331,card,,
ch_000000002513,3997,0,usd,succeeded,2025-07-08T09:48:25Z,ameliaking3@icloud.com,5000002644,,apple_pay,,
ch_000000002514,19871,0,usd,succeeded,2024-08-25T23:59:07Z,lily.adams@gmail.com,5000002645,1000002332,apple_pay,,
ch_000000002515,24839,0,usd,succeeded,2024-11-25T23:59:07Z,lily.adams@gmail.com,5000002646,1000002333,google_pay,,
ch_000000002516,24839,0,usd,succeeded,2025-02-24T23:58:07Z,lily.adams@gmail.com,5000002647,1000002334,card,,
ch_000000002517,25040,0,usd,succeeded,2025-05-23T23:58:07Z,lily.adams@gmail.com,5000002648,1000002335,card,,
ch_000000002518,3857,0,usd,succeeded,2025-08-04T09:50:15Z,jayden_adams63@icloud.com,5000002649,,apple_pay,,
ch_000000002519,4309,0,usd,succeeded,2024-12-30T15:21:14Z,benjamin_anderson48@gmail.com,5000002650,,card,,
ch_000000002520,3599,0,usd,succeeded,2024-09-02T09:17:24Z,zoey_wright@yahoo.com,5000002651,1000002336,google_pay,,
ch_000000002521,4814,0,usd,succeeded,2024-10-01T09:20:24Z,zoey_wright@yahoo.com,5000002652,1000002337,card,,
ch_000000002522,4797,0,usd,succeeded,2024-11-02T09:19:24Z,zoey_wright@yahoo.com,5000002653,1000002338,card,,
ch_000000002523,4797,0,usd,succeeded,2024-11-30T09:19:24Z,zoey_wright@yahoo.com,5000002654,1000002339,apple_pay,,
ch_000000002524,4797,0,usd,succeeded,2024-12-31T09:17:24Z,zoey_wright@yahoo.com,5000002655,1000002340,card,,
ch_000000002525,4317,0,usd,succeeded,2025-01-30T09:19:24Z,zoey_wright@yahoo.com,5000002656,1000002341,card,,
ch_000000002526,3599,0,usd,succeeded,2024-02-08T16:37:22Z,michael_taylor@hotmail.com,5000002657,1000002342,card,,
ch_000000002527,4499,1650,usd,succeeded,2024-03-08T16:34:22Z,michael_taylor@hotmail.com,5000002658,1000002343,card,,
ch_000000002528,4859,0,usd,succeeded,2024-04-05T16:35:22Z,michael_taylor@hotmail.com,5000002659,1000002344,card,,
ch_000000002529,4814,0,usd,succeeded,2024-05-08T16:35:22Z,michael_taylor@hotmail.com,5000002660,1000002345,card,,
ch_000000002530,4797,0,usd,succeeded,2024-06-07T16:33:22Z,michael_taylor@hotmail.com,5000002661,1000002346,google_pay,,
ch_000000002531,8184,0,usd,succeeded,2025-02-20T23:13:59Z,michael.wright69@gmail.com,5000002662,,card,,
ch_000000002532,8999,0,usd,succeeded,2024-10-26T01:58:19Z,miasmith70@outlook.com,5000002663,,card,,
ch_000000002533,2834,0,usd,succeeded,2025-07-21T09:19:19Z,nathandavis@yahoo.com,5000002664,,apple_pay,,
ch_000000002534,4499,0,usd,succeeded,2024-07-19T02:17:31Z,michael.thompson@hotmail.com,5000002665,1000002347,apple_pay,,
ch_000000002535,4859,0,usd,succeeded,2024-08-20T02:18:31Z,michael.thompson@hotmail.com,5000002666,1000002348,google_pay,,
ch_000000002536,4814,0,usd,succeeded,2024-09-19T02:16:31Z,michael.thompson@hotmail.com,5000002667,1000002349,card,,
ch_000000002537,7703,0,usd,succeeded,2024-07-21T22:53:26Z,liamgarcia@hotmail.com,5000002668,1000002350,card,,
ch_000000002538,8999,0,usd,succeeded,2024-08-20T22:53:26Z,liamgarcia@hotmail.com,5000002669,1000002351,apple_pay,,
ch_000000002539,9798,0,usd,succeeded,2024-09-16T22:53:26Z,liamgarcia@hotmail.com,5000002670,1000002352,card,,
ch_000000002540,9798,0,usd,succeeded,2024-10-19T22:56:26Z,liamgarcia@hotmail.com,5000002671,1000002353,card,,
ch_000000002541,8999,0,usd,succeeded,2024-11-15T22:55:26Z,liamgarcia@hotmail.com,5000002672,1000002354,card,,
ch_000000002542,8818,0,usd,failed,2024-12-17T22:52:26Z,liamgarcia@hotmail.com,,1000002355,apple_pay,card_declined,
ch_000000002543,9595,0,usd,succeeded,2025-01-15T22:53:26Z,liamgarcia@hotmail.com,5000002674,1000002356,card,,
ch_000000002544,9595,0,usd,succeeded,2025-02-14T22:55:26Z,liamgarcia@hotmail.com,5000002675,1000002357,apple_pay,,
ch_000000002545,8999,0,usd,succeeded,2025-03-16T22:56:26Z,liamgarcia@hotmail.com,5000002676,1000002358,apple_pay,,
ch_000000002546,9719,0,usd,succeeded,2025-04-15T22:54:26Z,liamgarcia@hotmail.com,5000002677,1000002359,card,,
ch_000000002547,9719,0,usd,succeeded,2025-05-15T22:53:26Z,liamgarcia@hotmail.com,5000002678,1000002360,card,,
ch_000000002548,9629,0,usd,succeeded,2025-06-13T22:52:26Z,liamgarcia@hotmail.com,5000002679,1000002361,google_pay,,
ch_000000002549,8999,0,usd,succeeded,2025-07-13T22:54:26Z,liamgarcia@hotmail.com,5000002680,1000002362,card,,
ch_000000002550,9595,0,usd,succeeded,2025-08-13T22:56:26Z,liamgarcia@hotmail.com,5000002681,1000002363,card,,
ch_000000002551,8999,0,usd,succeeded,2025-09-14T22:52:26Z,liamgarcia@hotmail.com,5000002682,1000002364,card,,
ch_000000002552,9798,0,usd,succeeded,2025-10-13T22:51:26Z,liamgarcia@hotmail.com,5000002683,1000002365,apple_pay,,
ch_000000002553,9595,0,usd,succeeded,2025-11-12T22:55:26Z,liamgarcia@hotmail.com,5000002684,1000002366,apple_pay,,
ch_000000002554,9595,0,usd,succeeded,2025-12-11T22:53:26Z,liamgarcia@hotmail.com,5000002685,1000002367,card,,
ch_000000002555,9798,0,usd,succeeded,2024-01-13T15:25:49Z,averymartinez55@icloud.com,5000002687,1000002368,apple_pay,,
ch_000000002556,9595,0,usd,succeeded,2024-02-12T15:24:49Z,averymartinez55@icloud.com,5000002688,1000002369,google_pay,,
ch_000000002557,9798,0,usd,succeeded,2024-03-14T15:22:49Z,averymartinez55@icloud.com,5000002689,1000002370,card,,
ch_000000002558,9798,0,usd,failed,2024-04-15T15:25:49Z,averymartinez55@icloud.com,,1000002371,card,insufficient_funds,
ch_000000002559,9798,0,usd,succeeded,2024-05-15T15:23:49Z,averymartinez55@icloud.com,5000002691,1000002372,apple_pay,,
ch_000000002560,9719,0,usd,succeeded,2024-06-11T15:26:49Z,averymartinez55@icloud.com,5000002692,1000002373,card,,
ch_000000002561,8999,0,usd,succeeded,2024-07-13T15:26:49Z,averymartinez55@icloud.com,5000002693,1000002374,card,,
ch_000000002562,9629,0,usd,failed,2024-08-12T15:23:49Z,averymartinez55@icloud.com,,1000002375,google_pay,,
ch_000000002563,9719,0,usd,succeeded,2024-09-10T15:25:49Z,averymartinez55@icloud.com,5000002695,1000002376,card,,
ch_000000002564,8999,0,usd,failed,2024-10-10T15:25:49Z,averymartinez55@icloud.com,,1000002377,card,card_declined,
ch_000000002565,9798,0,usd,succeeded,2024-11-11T15:26:49Z,averymartinez55@icloud.com,5000002697,1000002378,apple_pay,,
ch_000000002566,8666,0,usd,failed,2024-12-11T15:21:49Z,averymartinez55@icloud.com,,1000002379,card,expired_card,
ch_000000002567,8818,0,usd,succeeded,2025-01-09T15:26:49Z,averymartinez55@icloud.com,5000002699,1000002380,apple_pay,,
ch_000000002568,9629,0,usd,succeeded,2025-02-08T15:26:49Z,averymartinez55@icloud.com,5000002700,1000002381,card,,
ch_000000002569,3731,0,usd,succeeded,2024-10-24T11:00:48Z,victoria.garcia94@icloud.com,5000002701,1000002382,card,,
ch_000000002570,3499,0,usd,succeeded,2024-11-22T10:59:48Z,victoria.garcia94@icloud.com,5000002702,1000002383,card,,
ch_000000002571,3731,0,usd,succeeded,2024-12-24T10:59:48Z,victoria.garcia94@icloud.com,5000002703,1000002384,card,,
ch_000000002572,3810,0,usd,succeeded,2025-01-20T10:59:48Z,victoria.garcia94@icloud.com,5000002704,1000002385,card,,
ch_000000002573,3401,0,usd,succeeded,2025-02-21T10:58:48Z,victoria.garcia94@icloud.com,5000002705,1000002386,card,,
ch_000000002574,3810,0,usd,succeeded,2025-03-24T10:58:48Z,victoria.garcia94@icloud.com,5000002706,1000002387,card,,
ch_000000002575,3810,0,usd,succeeded,2025-04-21T10:57:48Z,victoria.garcia94@icloud.com,5000002707,1000002388,card,,
ch_000000002576,3744,0,usd,succeeded,2025-05-23T10:58:48Z,victoria.garcia94@icloud.com,5000002708,1000002389,card,,
ch_000000002577,3731,0,usd,succeeded,2025-06-20T11:01:48Z,victoria.garcia94@icloud.com,5000002709,1000002390,card,,
ch_000000002578,3810,0,usd,succeeded,2025-07-22T10:57:48Z,victoria.garcia94@icloud.com,5000002710,1000002391,apple_pay,,
ch_000000002579,3499,0,usd,succeeded,2025-08-19T10:58:48Z,victoria.garcia94@icloud.com,5000002711,1000002392,apple_pay,,
ch_000000002580,9629,9629,usd,succeeded,2025-05-02T00:08:32Z,lucasnguyen@yahoo.com,5000002712,1000002393,apple_pay,,
ch_000000002581,9798,0,usd,succeeded,2025-08-02T00:12:32Z,lucasnguyen@yahoo.com,5000002713,1000002394,google_pay,,
ch_000000002582,9629,0,usd,succeeded,2025-10-31T00:08:32Z,lucasnguyen@yahoo.com,5000002714,1000002395,apple_pay,,
ch_000000002583,4576,0,usd,succeeded,2025-07-26T21:51:30Z,sophia_smith82@icloud.com,5000002716,,card,,
ch_000000002584,8747,0,usd,succeeded,2025-08-25T16:03:54Z,harper_harris71@gmail.com,5000002717,1000002396,card,,
ch_000000002585,9595,0,usd,succeeded,2025-09-24T16:06:54Z,harper_harris71@gmail.com,5000002718,1000002397,card,,
ch_000000002586,9629,0,usd,succeeded,2025-11-02T15:30:27Z,liam.smith34@icloud.com,5000002719,1000002398,card,,
ch_000000002587,9719,0,usd,succeeded,2025-12-02T15:32:27Z,liam.smith34@icloud.com,5000002720,1000002399,card,,
ch_000000002588,2549,0,usd,succeeded,2025-01-07T02:12:21Z,liam_davis@hotmail.com,5000002721,1000002400,google_pay,,
ch_000000002589,3198,0,usd,succeeded,2025-02-05T02:10:21Z,liam_davis@hotmail.com,5000002722,1000002401,apple_pay,,
ch_000000002590,3239,0,usd,succeeded,2025-03-08T02:13:21Z,liam_davis@hotmail.com,5000002723,1000002402,card,,
ch_000000002591,3239,0,usd,succeeded,2025-04-09T02:11:21Z,liam_davis@hotmail.com,5000002724,1000002403,google_pay,,
ch_000000002592,3198,0,usd,succeeded,2025-05-07T02:12:21Z,liam_davis@hotmail.com,5000002725,1000002404,google_pay,,
ch_000000002593,3265,877,usd,succeeded,2025-06-07T02:10:21Z,liam_davis@hotmail.com,5000002726,1000002405,card,,
ch_000000002594,3198,0,usd,succeeded,2025-07-08T02:09:21Z,liam_davis@hotmail.com,5000002727,1000002406,card,,
ch_000000002595,3499,0,usd,succeeded,2025-08-12T05:39:19Z,camila_baker@outlook.com,5000002728,1000002407,card,,
ch_000000002596,3499,0,usd,succeeded,2025-09-14T05:39:19Z,camila_baker@outlook.com,5000002729,1000002408,card,,
ch_000000002597,3731,0,usd,succeeded,2025-10-11T05:40:19Z,camila_baker@outlook.com,5000002730,1000002409,card,,
ch_000000002598,3499,0,usd,failed,2025-11-12T05:43:19Z,camila_baker@outlook.com,,1000002410,apple_pay,expired_card,
ch_000000002599,4797,0,usd,succeeded,2024-02-25T14:59:39Z,mia_lee@outlook.com,5000002732,,google_pay,,
ch_000000002600,19549,0,usd,succeeded,2025-10-07T11:42:18Z,masonjackson@hotmail.com,5000002733,,card,,
ch_000000002601,3810,0,usd,succeeded,2025-08-18T17:51:08Z,logan_baker35@gmail.com,5000002734,1000002411,card,,
ch_000000002602,3401,0,usd,succeeded,2025-09-15T17:51:08Z,logan_baker35@gmail.com,5000002735,1000002412,card,,
ch_000000002603,3731,0,usd,succeeded,2025-10-15T17:48:08Z,logan_baker35@gmail.com,5000002736,1000002413,card,,
ch_000000002604,3731,0,usd,succeeded,2025-11-14T17:50:08Z,logan_baker35@gmail.com,5000002737,1000002414,card,,
ch_000000002605,3499,0,usd,succeeded,2025-12-14T17:51:08Z,logan_baker35@gmail.com,5000002738,1000002415,card,,
ch_000000002606,4309,0,usd,succeeded,2024-04-16T12:59:57Z,chloe_jackson63@outlook.com,5000002740,,google_pay,,
ch_000000002607,3744,0,usd,succeeded,2024-03-20T09:15:38Z,victoriaflores@icloud.com,5000002741,1000002416,card,,
ch_000000002608,3731,0,usd,succeeded,2024-04-21T09:18:38Z,victoriaflores@icloud.com,5000002742,1000002417,card,,
ch_000000002609,3744,0,usd,succeeded,2024-05-20T09:16:38Z,victoriaflores@icloud.com,5000002743,1000002418,card,,
ch_000000002610,3499,0,usd,failed,2024-06-19T09:17:38Z,victoriaflores@icloud.com,,1000002419,card,,
ch_000000002611,3810,0,usd,succeeded,2024-07-20T09:19:38Z,victoriaflores@icloud.com,5000002745,1000002420,card,,
ch_000000002612,3744,0,usd,succeeded,2024-08-18T09:14:38Z,victoriaflores@icloud.com,5000002746,1000002421,google_pay,,
ch_000000002613,3499,0,usd,succeeded,2024-09-15T09:18:38Z,victoriaflores@icloud.com,5000002747,1000002422,google_pay,,
ch_000000002614,3546,0,usd,succeeded,2025-06-20T17:27:12Z,alexandermartin@icloud.com,5000002748,,card,,
ch_000000002615,7195,0,usd,succeeded,2024-05-09T12:38:24Z,lily.davis@yahoo.com,5000002749,1000002423,apple_pay,,
ch_000000002616,9719,0,usd,succeeded,2024-06-09T12:38:24Z,lily.davis@yahoo.com,5000002750,1000002424,card,,
ch_000000002617,4373,0,usd,succeeded,2025-03-18T06:36:52Z,nathan.carter@icloud.com,5000002751,,card,,
ch_000000002618,8999,3997,usd,succeeded,2024-01-11T08:31:48Z,daniel_davis@outlook.com,5000002752,1000002425,card,,
ch_000000002619,9629,0,usd,succeeded,2024-04-11T08:32:48Z,daniel_davis@outlook.com,5000002753,1000002426,card,,
ch_000000002620,8999,0,usd,succeeded,2024-07-10T08:33:48Z,daniel_davis@outlook.com,5000002754,1000002427,card,,
ch_000000002621,9629,9629,usd,succeeded,2024-10-07T08:33:48Z,daniel_davis@outlook.com,5000002755,1000002428,apple_pay,,
ch_000000002622,4163,0,usd,succeeded,2024-10-14T02:11:29Z,harper_nelson@yahoo.com,5000002756,1000002429,card,,
ch_000000002623,4499,0,usd,succeeded,2024-11-12T02:09:29Z,harper_nelson@yahoo.com,5000002757,1000002430,google_pay,,
ch_000000002624,4332,0,usd,succeeded,2024-12-12T02:06:29Z,harper_nelson@yahoo.com,5000002758,1000002431,card,,
ch_000000002625,4898,0,usd,succeeded,2025-01-12T02:06:29Z,harper_nelson@yahoo.com,5000002759,1000002432,card,,
ch_000000002626,4373,0,usd,succeeded,2025-02-12T02:11:29Z,harper_nelson@yahoo.com,5000002760,1000002433,apple_pay,,
ch_000000002627,8098,0,usd,succeeded,2024-07-15T15:18:43Z,henry.torres@hotmail.com,5000002761,1000002434,card,,
ch_000000002628,8999,0,usd,succeeded,2024-10-16T15:15:43Z,henry.torres@hotmail.com,5000002762,1000002435,google_pay,,
ch_000000002629,8999,0,usd,succeeded,2025-01-11T15:17:43Z,henry.torres@hotmail.com,5000002763,1000002436,apple_pay,,
ch_000000002630,4243,0,usd,succeeded,2025-03-26T08:59:27Z,ameliaallen61@hotmail.com,5000002764,,card,,
ch_000000002631,8795,0,usd,succeeded,2024-11-19T09:35:02Z,ellawilson30@gmail.com,5000002765,1000002437,card,,
ch_000000002632,11879,0,usd,succeeded,2025-02-15T09:31:02Z,ellawilson30@gmail.com,5000002766,1000002438,card,,
ch_000000002633,10999,0,usd,succeeded,2025-05-17T09:35:02Z,ellawilson30@gmail.com,5000002767,1000002439,card,,
ch_000000002634,11975,0,usd,succeeded,2025-08-14T09:30:02Z,ellawilson30@gmail.com,5000002768,1000002440,card,,
ch_000000002635,11879,0,usd,succeeded,2025-11-13T09:32:02Z,ellawilson30@gmail.com,5000002769,1000002441,card,,
